Si Density=2.33, Angle=90.deg
Angle=0.mrad, 1.5GeV, 400.mA, 1.04T
0.05, 6745.01, 1962.19
0.1, 7071.47, 2356.38
0.15, 6692.5, 2944.38
0.2, 5833.95, 3379.31
0.25, 4962, 3474.34
0.3, 4098.9, 3306.97
0.35, 3329.26, 2916.91
0.4, 2851.88, 2490.71
0.45, 2466.28, 2018.4
0.5, 2237.41, 1617.16
0.55, 2147.25, 1425.1
0.6, 2063.91, 1207.92
0.65, 1980.44, 924.535
0.7, 1915.25, 609.779
0.75, 1902.18, 525.428
0.8, 1891.18, 430.094
0.85, 1872.6, 228.652
0.9, 1879.97, 334.169
0.95, 1872.33, 221.56
1, 1876.14, 283.878
1.05, 1869.39, 163.133
1.1, 1869.31, 163.645
1.15, 1876.21, 286.13
1.2, 1865.82, 2.86945
1.25, 1865.79, 2.85833
1.3, 1865.85, 2.90546
1.35, 1865.94, 2.79429
1.4, 1865.91, 2.80112
1.45, 1865.89, 2.80763
1.5, 1865.91, 2.85597
1.55, 1865.84, 2.81865
1.6, 1865.88, 2.85605
1.65, 1865.91, 2.8441
1.7, 1865.93, 2.82647
1.75, 1865.83, 2.8364
1.8, 1865.85, 2.87322
1.85, 1865.84, 2.83109
1.9, 1865.91, 2.83584
1.95, 1865.88, 2.85628
2, 1865.94, 2.8267
2.05, 1865.92, 2.82448
2.1, 1865.9, 2.83845
2.15, 1865.82, 2.82487
2.2, 1865.83, 2.84872
2.25, 1865.91, 2.77146
2.3, 1865.77, 2.8262
2.35, 1865.76, 2.76152
2.4, 1865.93, 2.81885
2.45, 1865.9, 2.84313
2.5, 1865.86, 2.82643
2.55, 1865.84, 2.84746
2.6, 1865.91, 2.79847
2.65, 1865.84, 2.87796
2.7, 1865.91, 2.75574
2.75, 1865.82, 2.88516
2.8, 1865.87, 2.84157
2.85, 1866.01, 2.81178
2.9, 1865.8, 2.78296
2.95, 1865.9, 2.82969
3, 1865.91, 2.85017
3.05, 1865.85, 2.85859
3.1, 1865.88, 2.85796
3.15, 1865.85, 2.84417
3.2, 1865.94, 2.8489
3.25, 1865.75, 2.80357
3.3, 1865.86, 2.81589
3.35, 1865.79, 2.83396
3.4, 1865.82, 2.85182
3.45, 1865.88, 2.84549
3.5, 1865.9, 2.84526
3.55, 1865.87, 2.8759
3.6, 1865.86, 2.83454
3.65, 1865.94, 2.83964
3.7, 1865.9, 2.80472
3.75, 1865.89, 2.86497
3.8, 1865.9, 2.83575
3.85, 1865.78, 2.81487
3.9, 1865.81, 2.80455
3.95, 1865.92, 2.86417
4, 1865.98, 2.82132
4.05, 1865.85, 2.80872
4.1, 1865.85, 2.85615
4.15, 1865.98, 2.84006
4.2, 1865.89, 2.83131
4.25, 1865.97, 2.8201
4.3, 1865.89, 2.81979
4.35, 1865.87, 2.86525
4.4, 1865.92, 2.84796
4.45, 1865.9, 2.82912
4.5, 1865.89, 2.80709
4.55, 1865.93, 2.82301
4.6, 1865.86, 2.84671
4.65, 1865.86, 2.87432
4.7, 1865.93, 2.85235
4.75, 1865.86, 2.86534
4.8, 1865.91, 2.86537
4.85, 1865.91, 2.83223
4.9, 1865.82, 2.85258
4.95, 1865.87, 2.8409
5, 1865.96, 2.85264
